Year,Month,CITY,Total
1991,Oct,STRATHROY,7
1991,Oct,SUDBURY,80
1991,Oct,TECUMSEH,8
1991,Oct,THOROLD,8
1991,Oct,THUNDER BAY,69
1991,Oct,TILLSONBURG,8
1991,Oct,TIMMINS,22
1991,Oct,TORONTO,805
1991,Oct,TRENTON,16
1991,Oct,UXBRIDGE,6
1991,Oct,VANIER,6
1991,Oct,VAUGHAN,64
1991,Oct,VESPRA,7
1991,Oct,WALKERTON,9
1991,Oct,WALLACEBURG,6
1991,Oct,WATERLOO,28
1991,Oct,WELLAND,38
1991,Oct,WHITBY,23
1991,Oct,WILMOT,7
1991,Oct,WINDSOR,166
1991,Oct,WOODSTOCK,32
1991,Oct,WOOLWICH,9
1991,Oct,YORK,95
1991,Sep,AJAX,35
1991,Sep,ALLISTON,9
1991,Sep,AMHERSTBURG,15
1991,Sep,ANCASTER,28
1991,Sep,ARNPRIOR,13
1991,Sep,AURORA,25
1991,Sep,AYLMER,10
1991,Sep,BANCROFT,8
1991,Sep,BARRIE,78
1991,Sep,BASTARD AND SOU,7
1991,Sep,BELLEVILLE,47
1991,Sep,BRACEBRIDGE,14
1991,Sep,BRADFORD,9
1991,Sep,BRAMPTON,165
1991,Sep,BRANTFORD,77
1991,Sep,BROCK,11
1991,Sep,BROCKVILLE,34
1991,Sep,BURLEIGH AND AN,7
1991,Sep,BURLINGTON,112
1991,Sep,CALEDON,34
1991,Sep,CAMBRIDGE,75
1991,Sep,CAMPBELLFORD,7
1991,Sep,CARADOC,7
1991,Sep,CARLETON PLACE,13
1991,Sep,CHATHAM,60
1991,Sep,CLEARWATER,11
1991,Sep,COBOURG,19
1991,Sep,COLLINGWOOD,13
1991,Sep,CORNWALL,43
1991,Sep,DELHI,6
1991,Sep,DRYDEN,7
1991,Sep,DUNDAS,19
1991,Sep,DUNNVILLE,9
1991,Sep,DURHAM,6
1991,Sep,DYSART AND OTHE,8
1991,Sep,EAST GWILLIMBUR,9
1991,Sep,EAST YORK,24
1991,Sep,ELDON,6
1991,Sep,ELLICE,7
1991,Sep,ELLIOT LAKE,10
1991,Sep,ELORA,6
1991,Sep,ERAMOSA,8
1991,Sep,ERNESTOWN,6
1991,Sep,ESSA,6
1991,Sep,ESSEX,6
1991,Sep,ETOBICOKE,307
1991,Sep,FERGUS,8
1991,Sep,FLAMBOROUGH,19
1991,Sep,FORT ERIE,19
1991,Sep,GANANOQUE,9
1991,Sep,GEORGINA,17
1991,Sep,GLOUCESTER,49
1991,Sep,GODERICH,15
1991,Sep,GOULBOURN,6
1991,Sep,GRAVENHURST,13
1991,Sep,GRIMSBY,16
1991,Sep,GUELPH,67
1991,Sep,HAILEYBURY,6
1991,Sep,HALDIMAND,25
1991,Sep,HALTON HILLS,38
1991,Sep,HAMILTON,302
1991,Sep,HANOVER,9
1991,Sep,HARWICH,7
1991,Sep,HAWKESBURY,6
1991,Sep,HOPE,7
1991,Sep,HUNTSVILLE,16
1991,Sep,INGERSOLL,10
1991,Sep,INNISFIL,14
1991,Sep,KANATA,15
1991,Sep,KENORA,8
1991,Sep,KINCARDINE,10
1991,Sep,KING,23
1991,Sep,KINGSTON,88
1991,Sep,KINGSVILLE,9
1991,Sep,KITCHENER,163
1991,Sep,LEAMINGTON,12
1991,Sep,LINCOLN,16
1991,Sep,LINDSAY,7
1991,Sep,LINDSAY - VICTO,14
1991,Sep,LONDON,242
1991,Sep,MAIDSTONE,8
1991,Sep,MALAHIDE,7
1991,Sep,MARKHAM,107
1991,Sep,MEAFORD,6
1991,Sep,MICHIPICOTEN,8
1991,Sep,MIDLAND,14
1991,Sep,MILTON,25
1991,Sep,MISSISSAUGA,383
1991,Sep,MOORE,9
1991,Sep,MUSKOKA LAKES,15
1991,Sep,NANTICOKE,13
1991,Sep,NAPANEE,17
1991,Sep,NEPEAN,55
1991,Sep,NEWCASTLE,25
1991,Sep,NEWMARKET,46
1991,Sep,NIAGARA FALLS,100
1991,Sep,NIAGARA-ON-THE-,28
1991,Sep,NICKEL CENTRE,6
1991,Sep,NORFOLK,10
1991,Sep,NORTH BAY,47
1991,Sep,NORTH YORK,468
1991,Sep,NORWICH,10
1991,Sep,NOTTAWASAGA,9
1991,Sep,OAKVILLE,74
1991,Sep,ORANGEVILLE,10
1991,Sep,ORILLIA,7
1991,Sep,ORILLIA - CITY,32
1991,Sep,OSGOODE,14
1991,Sep,OSHAWA,117
1991,Sep,OTONABEE,8
1991,Sep,OTTAWA,381
1991,Sep,OWEN SOUND,34
1991,Sep,PARIS,6
1991,Sep,PARRY SOUND,15
1991,Sep,PELHAM,6
1991,Sep,PEMBROKE,28
1991,Sep,PENETANGUISHENE,7
1991,Sep,PERTH,9
1991,Sep,PETERBOROUGH,57
1991,Sep,PETROLIA,8
1991,Sep,PICKERING,33
1991,Sep,PICTON,20
1991,Sep,PORT COLBORNE,21
1991,Sep,PORT HOPE,11
1991,Sep,PRESCOTT,6
1991,Sep,PUSLINCH,8
1991,Sep,RAYSIDE - BALFO,10
1991,Sep,RICHMOND HILL,53
1991,Sep,RIDEAU,11
1991,Sep,RUSSELL - EMBRU,7
1991,Sep,SANDWICH WEST,7
1991,Sep,SARNIA,64
1991,Sep,SAULT STE MARIE,63
1991,Sep,SCARBOROUGH,502
1991,Sep,SCUGOG,17
1991,Sep,SIMCOE,21
1991,Sep,SMITH - BRIDGEN,8
1991,Sep,SMITHS FALLS,18
1991,Sep,SOUTH-WEST OXFO,6
1991,Sep,ST CATHARINES,102
1991,Sep,ST CLAIR BEACH,7
1991,Sep,ST MARYS,7
1991,Sep,ST THOMAS,33
1991,Sep,STONEY CREEK,31
1991,Sep,STRATFORD,30
1991,Sep,STRATHROY,12
1991,Sep,STURGEON FALLS,6
1991,Sep,SUDBURY,87
1991,Sep,TECUMSEH,13
1991,Sep,THOROLD,12
1991,Sep,THUNDER BAY,72
1991,Sep,TILLSONBURG,14
1991,Sep,TIMMINS,17
1991,Sep,TORONTO,964
1991,Sep,TRENTON,19
1991,Sep,UXBRIDGE,13
1991,Sep,VALLEY EAST,16
1991,Sep,VANIER,14
1991,Sep,VAUGHAN,92
1991,Sep,VESPRA,9
1991,Sep,WAINFLEET,6
1991,Sep,WALKERTON,16
1991,Sep,WALLACEBURG,11
1991,Sep,WATERLOO,46
1991,Sep,WELLAND,50
1991,Sep,WEST CARLETON,10
1991,Sep,WHITBY,39
1991,Sep,WHITCHURCH-STOU,9
1991,Sep,WILMOT,16
1991,Sep,WINDSOR,183
1991,Sep,WOODSTOCK,34
1991,Sep,WOOLWICH,14
1991,Sep,YORK,128
1992,Apr,AJAX,8
1992,Apr,ANCASTER,6
1992,Apr,BARRIE,37
1992,Apr,BELLEVILLE,26
1992,Apr,BRACEBRIDGE,6
1992,Apr,BRAMPTON,70
1992,Apr,BRANTFORD,27
1992,Apr,BROCKVILLE,9
1992,Apr,BURLINGTON,38
1992,Apr,CALEDON,11
1992,Apr,CAMBRIDGE,40
1992,Apr,CHATHAM,19
1992,Apr,COBOURG,10
1992,Apr,CORNWALL,19
1992,Apr,CUMBERLAND,6
1992,Apr,DELHI,6
1992,Apr,DUNDAS,13
1992,Apr,EAST YORK,8
1992,Apr,ETOBICOKE,151
1992,Apr,FORT ERIE,7
1992,Apr,GLOUCESTER,17
1992,Apr,GODERICH,7
1992,Apr,GUELPH,37
1992,Apr,HALDIMAND,6
1992,Apr,HALTON HILLS,10
1992,Apr,HAMILTON,131
1992,Apr,KANATA,7
1992,Apr,KING,6
1992,Apr,KINGSTON,29
1992,Apr,KITCHENER,76
1992,Apr,L'ORIGNAL,9
1992,Apr,LEAMINGTON,7
1992,Apr,LINCOLN,10
1992,Apr,LINDSAY - VICTO,8
1992,Apr,LONDON,107
1992,Apr,MARKHAM,49
1992,Apr,MISSISSAUGA,217
1992,Apr,NAPANEE,6
1992,Apr,NEPEAN,19
1992,Apr,NEWCASTLE,10
1992,Apr,NEWMARKET,23
1992,Apr,NIAGARA FALLS,32
1992,Apr,NIAGARA-ON-THE-,11
1992,Apr,NORTH BAY,21
1992,Apr,NORTH YORK,240
1992,Apr,OAKVILLE,25
1992,Apr,ORANGEVILLE,12
1992,Apr,ORILLIA - CITY,10
1992,Apr,OSGOODE,6
1992,Apr,OSHAWA,39
1992,Apr,OTTAWA,180
1992,Apr,OWEN SOUND,13
1992,Apr,PEMBROKE,10
1992,Apr,PERTH,7
1992,Apr,PETERBOROUGH,31
1992,Apr,PICKERING,9
1992,Apr,RICHMOND HILL,13
1992,Apr,SARNIA,26
1992,Apr,SAULT STE MARIE,24
1992,Apr,SCARBOROUGH,295
1992,Apr,ST CATHARINES,50
1992,Apr,ST THOMAS,11
1992,Apr,STONEY CREEK,7
1992,Apr,STRATFORD,14
1992,Apr,SUDBURY,45
1992,Apr,THOROLD,8
1992,Apr,THUNDER BAY,37
1992,Apr,TIMMINS,19
1992,Apr,TORONTO,521
1992,Apr,TRENTON,14
1992,Apr,VAUGHAN,34
1992,Apr,WATERLOO,14
1992,Apr,WELLAND,20
1992,Apr,WEST CARLETON,6
1992,Apr,WHITBY,17
1992,Apr,WINDSOR,77
1992,Apr,WOODSTOCK,12
1992,Apr,WOOLWICH,6
1992,Apr,YORK,102
1992,Aug,ADJALA,6
1992,Aug,AJAX,27
1992,Aug,ALEXANDRIA,6
1992,Aug,ALGOMA UNORGANI,7
1992,Aug,ALLISTON,8
1992,Aug,ALMONTE,6
1992,Aug,AMABEL,6
1992,Aug,AMHERSTBURG,12
1992,Aug,ANCASTER,23
1992,Aug,ARNPRIOR,14
1992,Aug,ARTHUR,8
1992,Aug,AUGUSTA,6
1992,Aug,AURORA,22
1992,Aug,AYLMER,11
1992,Aug,BANCROFT,9
1992,Aug,BARRIE,91
1992,Aug,BELLEVILLE,56
1992,Aug,BRACEBRIDGE,12
1992,Aug,BRADFORD,6
1992,Aug,BRAMPTON,202
1992,Aug,BRANTFORD,78
1992,Aug,BRIGHTON,14
1992,Aug,BROCK,11
1992,Aug,BROCKVILLE,36
1992,Aug,BURLINGTON,104
1992,Aug,CALEDON,40
1992,Aug,CAMBRIDGE,77
1992,Aug,CAMPBELLFORD,6
1992,Aug,CARADOC,8
1992,Aug,CARLETON PLACE,7
1992,Aug,CHARLOTTEENBURG,7
1992,Aug,CHATHAM,52
1992,Aug,CLARENCE,8
1992,Aug,COBOURG,15
1992,Aug,COLLINGWOOD,14
1992,Aug,CORNWALL,53
1992,Aug,CUMBERLAND,14
1992,Aug,DEEP RIVER,8
1992,Aug,DRYDEN,15
1992,Aug,DUNDALK,6
1992,Aug,DUNDAS,23
1992,Aug,DUNNVILLE,10
1992,Aug,DURHAM,8
1992,Aug,EAST GWILLIMBUR,10
1992,Aug,EAST YORK,27
1992,Aug,EDWARDSBURG,6
1992,Aug,ELLIOT LAKE,9
1992,Aug,ELMVALE,8
1992,Aug,ELORA,6
1992,Aug,ERIN,6
1992,Aug,ERNESTOWN,6
1992,Aug,ESPANOLA,8
1992,Aug,ESSA,8
1992,Aug,ESSEX,7
1992,Aug,ETOBICOKE,314
1992,Aug,EXETER,7
1992,Aug,FERGUS,12
1992,Aug,FLAMBOROUGH,25
1992,Aug,FORT ERIE,16
1992,Aug,FORT FRANCES,13
1992,Aug,GANANOQUE,11
1992,Aug,GEORGINA,19
1992,Aug,GLANBROOK,7
1992,Aug,GLOUCESTER,67
1992,Aug,GODERICH,23
1992,Aug,GORE BAY,6
1992,Aug,GOULBOURN,11
1992,Aug,GRAVENHURST,13
1992,Aug,GRIMSBY,18
1992,Aug,GUELPH,90
1992,Aug,HAILEYBURY,8
1992,Aug,HALDIMAND,25
1992,Aug,HALTON HILLS,36
1992,Aug,HAMILTON,293
1992,Aug,HANOVER,12
1992,Aug,HARRISTON,6
1992,Aug,HEARST,7
1992,Aug,HUNTSVILLE,18
1992,Aug,INGERSOLL,8
1992,Aug,INNISFIL,13
1992,Aug,IROQUOIS FALLS,7
1992,Aug,KANATA,17
1992,Aug,KAPUSKASING,11
1992,Aug,KEMPTVILLE,8
1992,Aug,KENORA,20
1992,Aug,KENORA UNORGANI,13
1992,Aug,KINCARDINE,13
1992,Aug,KING,30
1992,Aug,KINGSTON,110
1992,Aug,KINGSVILLE,7
1992,Aug,KIRKLAND LAKE,8
1992,Aug,KITCHENER,184
1992,Aug,L'ORIGNAL,15
1992,Aug,LEAMINGTON,14
1992,Aug,LINCOLN,25
1992,Aug,LINDSAY - VICTO,25
1992,Aug,LISTOWEL,11
1992,Aug,LONDON,352
1992,Aug,MADOC,7
1992,Aug,MAIDSTONE,6
1992,Aug,MANVERS,7
1992,Aug,MARKDALE,7
1992,Aug,MARKHAM,138
1992,Aug,MARMORA,6
1992,Aug,MEAFORD,6
1992,Aug,MICHIPICOTEN,9
1992,Aug,MIDLAND,19
1992,Aug,MILTON,30
1992,Aug,MISSISSAUGA,423
1992,Aug,MOORE,8
1992,Aug,MUSKOKA LAKES,15
1992,Aug,NANTICOKE,15
1992,Aug,NAPANEE,12
1992,Aug,NEPEAN,61
1992,Aug,NEW LISKEARD,13
1992,Aug,NEWCASTLE,34
1992,Aug,NEWMARKET,45
1992,Aug,NIAGARA FALLS,95
1992,Aug,NIAGARA-ON-THE-,25
1992,Aug,NIAGARA-ON-THE-LAKE,7
1992,Aug,NICKEL CENTRE,13
1992,Aug,NORFOLK,7
1992,Aug,NORTH BAY,67
1992,Aug,NORTH DORCHESTE,6
1992,Aug,NORTH HIMSWORTH,7
1992,Aug,NORTH YORK,555
1992,Aug,NORWICH,7
1992,Aug,OAKVILLE,69
1992,Aug,ORANGEVILLE,35
1992,Aug,ORILLIA - CITY,39
1992,Aug,OSGOODE,25
1992,Aug,OSHAWA,118
1992,Aug,OSNABRUCK,6
1992,Aug,OTONABEE,8
1992,Aug,OTTAWA,467
1992,Aug,OWEN SOUND,37
1992,Aug,PARRY SOUND,18
1992,Aug,PELHAM,13
1992,Aug,PEMBROKE,34
1992,Aug,PENETANGUISHENE,9
1992,Aug,PERTH,18
1992,Aug,PETAWAWA,7
1992,Aug,PETERBOROUGH,65
1992,Aug,PETROLIA,6
1992,Aug,PICKERING,35
1992,Aug,PICTON,8
1992,Aug,PITTSBURGH,11
1992,Aug,PORT COLBORNE,24
1992,Aug,PORT HOPE,10
1992,Aug,PORTLAND,8
1992,Aug,PRESCOTT,6
1992,Aug,PUSLINCH,6
1992,Aug,RAYSIDE - BALFO,13
1992,Aug,RENFREW,11
1992,Aug,RICHMOND HILL,73
1992,Aug,RIDEAU,21
1992,Aug,ROCKLAND,13
1992,Aug,RUSSELL - EMBRU,9
1992,Aug,SANDWICH SOUTH,6
1992,Aug,SANDWICH WEST,8
1992,Aug,SARNIA,73
1992,Aug,SAULT STE MARIE,95
1992,Aug,SCARBOROUGH,565
1992,Aug,SCUGOG,17
1992,Aug,SIDNEY,8
1992,Aug,SIMCOE,26
1992,Aug,SIOUX LOOKOUT,13
1992,Aug,SMITHS FALLS,11
1992,Aug,ST CATHARINES,125
1992,Aug,ST MARYS,8
1992,Aug,ST THOMAS,41
1992,Aug,STONEY CREEK,30
1992,Aug,STRATFORD,37
1992,Aug,STRATHROY,10
1992,Aug,STURGEON FALLS,7
1992,Aug,SUDBURY,112
1992,Aug,SUDBURY UNORGAN,10
1992,Aug,TECUMSEH,17
1992,Aug,THOROLD,15
1992,Aug,THUNDER BAY,147
1992,Aug,THURLOW,6
1992,Aug,TILLSONBURG,13
1992,Aug,TIMMINS,71
1992,Aug,TORONTO,923
1992,Aug,TRENTON,21
1992,Aug,UXBRIDGE,10
1992,Aug,VALLEY EAST,19
1992,Aug,VANIER,15
1992,Aug,VAUGHAN,89
1992,Aug,VESPRA,17
1992,Aug,WAINFLEET,10
1992,Aug,WALDEN,10
1992,Aug,WALKERTON,13
1992,Aug,WALLACEBURG,12
1992,Aug,WASAGA BEACH,8
1992,Aug,WATERLOO,70
1992,Aug,WELLAND,52
1992,Aug,WELLESLEY,6
1992,Aug,WEST CARLETON,10
1992,Aug,WHEATLEY,7
1992,Aug,WHITBY,39
1992,Aug,WHITCHURCH-STOU,17
1992,Aug,WILMOT,11
1992,Aug,WINDSOR,168
1992,Aug,WOODSTOCK,35
1992,Aug,WOOLWICH,21
1992,Aug,WYOMING,6
1992,Aug,YORK,164
1992,Aug,ZORRA,7
1992,Dec,AJAX,12
1992,Dec,ANCASTER,7
1992,Dec,AURORA,7
1992,Dec,BARRIE,22
1992,Dec,BRAMPTON,57
1992,Dec,BRANTFORD,19
1992,Dec,BROCKVILLE,12
1992,Dec,BURLINGTON,29
1992,Dec,CALEDON,9
1992,Dec,CAMBRIDGE,30
1992,Dec,CHATHAM,21
1992,Dec,CORNWALL,20
1992,Dec,DUNDAS,11
1992,Dec,EAST YORK,6
1992,Dec,ETOBICOKE,127
1992,Dec,GLOUCESTER,11
1992,Dec,GUELPH,21
1992,Dec,HALTON HILLS,9
1992,Dec,HAMILTON,113
1992,Dec,KENORA,6
1992,Dec,KENORA UNORGANI,6
1992,Dec,KING,6
1992,Dec,KINGSTON,40
1992,Dec,KITCHENER,47
1992,Dec,L'ORIGNAL,12
1992,Dec,LONDON,100
1992,Dec,MARKHAM,49
1992,Dec,MISSISSAUGA,197
1992,Dec,NEPEAN,13
1992,Dec,NEWMARKET,16
1992,Dec,NIAGARA FALLS,27
1992,Dec,NIAGARA-ON-THE-,13
1992,Dec,NORTH BAY,19
1992,Dec,NORTH YORK,241
1992,Dec,OAKVILLE,22
1992,Dec,ORANGEVILLE,10
1992,Dec,ORILLIA - CITY,9
1992,Dec,OSHAWA,21
1992,Dec,OTTAWA,161
1992,Dec,PEMBROKE,14
1992,Dec,PETERBOROUGH,20
1992,Dec,PICKERING,12
1992,Dec,RICHMOND HILL,17
1992,Dec,SARNIA,21
1992,Dec,SAULT STE MARIE,20
1992,Dec,SCARBOROUGH,271
1992,Dec,SCUGOG,16
1992,Dec,SIMCOE,14
1992,Dec,ST CATHARINES,47
1992,Dec,ST THOMAS,10
1992,Dec,STRATFORD,9
1992,Dec,SUDBURY,17
1992,Dec,THUNDER BAY,42
1992,Dec,TIMMINS,8
1992,Dec,TORONTO,492
1992,Dec,TRENTON,6
1992,Dec,VAUGHAN,23
1992,Dec,WALKERTON,9
1992,Dec,WATERLOO,9
1992,Dec,WELLAND,12
1992,Dec,WHITBY,21
1992,Dec,WINDSOR,88
1992,Dec,WOODSTOCK,18
1992,Dec,YORK,74
1992,Feb,AJAX,12
1992,Feb,ANCASTER,8
1992,Feb,BARRIE,37
1992,Feb,BELLEVILLE,14
1992,Feb,BRACEBRIDGE,6
1992,Feb,BRAMPTON,58
1992,Feb,BRANTFORD,29
1992,Feb,BROCKVILLE,15
1992,Feb,BURLINGTON,29
1992,Feb,CAMBRIDGE,43
1992,Feb,CHATHAM,31
1992,Feb,COBOURG,9
1992,Feb,CORNWALL,30
1992,Feb,DUNDAS,10
1992,Feb,EAST YORK,9
1992,Feb,ETOBICOKE,155
1992,Feb,FLAMBOROUGH,6
1992,Feb,FORT ERIE,10
1992,Feb,GLOUCESTER,24
1992,Feb,GODERICH,11
1992,Feb,GUELPH,25
1992,Feb,HALDIMAND,8
1992,Feb,HALTON HILLS,6
1992,Feb,HAMILTON,137
1992,Feb,KINGSTON,55
1992,Feb,KITCHENER,50
1992,Feb,LEAMINGTON,7
1992,Feb,LONDON,108
1992,Feb,MARKHAM,34
1992,Feb,MISSISSAUGA,225
1992,Feb,NANTICOKE,7
1992,Feb,NAPANEE,7
1992,Feb,NEPEAN,14
1992,Feb,NEWCASTLE,10
1992,Feb,NEWMARKET,21
1992,Feb,NIAGARA FALLS,43
1992,Feb,NIAGARA-ON-THE-,6
1992,Feb,NORTH BAY,14
1992,Feb,NORTH YORK,235
1992,Feb,OAKVILLE,17
1992,Feb,ORANGEVILLE,8
1992,Feb,ORILLIA - CITY,11
1992,Feb,OSHAWA,41
1992,Feb,OTTAWA,176
1992,Feb,OWEN SOUND,16
1992,Feb,PEMBROKE,18
1992,Feb,PETERBOROUGH,27
1992,Feb,PICKERING,9
1992,Feb,RICHMOND HILL,25
1992,Feb,SARNIA,34
1992,Feb,SAULT STE MARIE,28
1992,Feb,SCARBOROUGH,273
1992,Feb,SCUGOG,11
1992,Feb,SIMCOE,13
1992,Feb,SMITHS FALLS,9
1992,Feb,ST CATHARINES,43
1992,Feb,ST THOMAS,14
1992,Feb,STRATFORD,9
1992,Feb,SUDBURY,44
1992,Feb,THUNDER BAY,53
1992,Feb,TIMMINS,16
1992,Feb,TORONTO,484
1992,Feb,UXBRIDGE,6
1992,Feb,VAUGHAN,26
1992,Feb,WALLACEBURG,6
1992,Feb,WATERLOO,17
1992,Feb,WELLAND,14
1992,Feb,WHITBY,11
1992,Feb,WINDSOR,77
1992,Feb,WOODSTOCK,12
1992,Feb,YORK,89
1992,Jan,BARRIE,15
1992,Jan,BELLEVILLE,10
1992,Jan,BRAMPTON,37
1992,Jan,BRANTFORD,15
1992,Jan,BROCKVILLE,10
1992,Jan,BURLINGTON,16
1992,Jan,CAMBRIDGE,13
1992,Jan,CHATHAM,9
1992,Jan,CORNWALL,21
1992,Jan,DUNDAS,6
1992,Jan,EAST YORK,7
1992,Jan,ETOBICOKE,71
1992,Jan,FLAMBOROUGH,6
1992,Jan,GLOUCESTER,10
1992,Jan,GUELPH,17
1992,Jan,HAMILTON,59
1992,Jan,KINGSTON,31
1992,Jan,KITCHENER,47
1992,Jan,LONDON,76
1992,Jan,MARKHAM,22
1992,Jan,MILTON,6
1992,Jan,MISSISSAUGA,155
1992,Jan,NEPEAN,7
1992,Jan,NEWMARKET,18
1992,Jan,NIAGARA FALLS,19
1992,Jan,NORTH BAY,10
1992,Jan,NORTH YORK,169
1992,Jan,OAKVILLE,12
1992,Jan,ORANGEVILLE,10
1992,Jan,ORILLIA - CITY,7
1992,Jan,OSHAWA,23
1992,Jan,OTTAWA,110
1992,Jan,PETERBOROUGH,23
1992,Jan,PICKERING,7
1992,Jan,RICHMOND HILL,11
1992,Jan,SARNIA,13
1992,Jan,SAULT STE MARIE,16
1992,Jan,SCARBOROUGH,188
1992,Jan,ST CATHARINES,32
1992,Jan,SUDBURY,27
1992,Jan,THUNDER BAY,15
1992,Jan,TIMMINS,8
1992,Jan,TORONTO,407
1992,Jan,VAUGHAN,11
1992,Jan,WATERLOO,10
1992,Jan,WELLAND,12
1992,Jan,WINDSOR,44
1992,Jan,WOOLWICH,6
1992,Jan,YORK,53
1992,Jul,AJAX,28
1992,Jul,ALEXANDRIA,6
1992,Jul,ALGOMA UNORGANI,6
1992,Jul,AMHERSTBURG,8
1992,Jul,ANCASTER,25
1992,Jul,ARTHUR,6
1992,Jul,AURORA,9
1992,Jul,AYLMER,9
1992,Jul,BARRIE,70
1992,Jul,BELLEVILLE,36
1992,Jul,BLENHEIM,7
1992,Jul,BRACEBRIDGE,16
1992,Jul,BRAMPTON,161
1992,Jul,BRANTFORD,48
1992,Jul,BRIGHTON,8
1992,Jul,BROCKVILLE,29
1992,Jul,BURLINGTON,80
1992,Jul,CALEDON,29
1992,Jul,CAMBRIDGE,58
1992,Jul,CARLETON PLACE,7
1992,Jul,CHATHAM,49
1992,Jul,CLINTON,6
1992,Jul,COBOURG,20
1992,Jul,COCHRANE,6
1992,Jul,COLLINGWOOD,13
1992,Jul,CORNWALL,47
1992,Jul,CUMBERLAND,7
1992,Jul,DELHI,13
1992,Jul,DRYDEN,14
1992,Jul,DUNDAS,19
1992,Jul,DUNNVILLE,7
1992,Jul,EAST GWILLIMBUR,9
1992,Jul,EAST YORK,31
1992,Jul,ELDON,6
1992,Jul,ELLIOT LAKE,11
1992,Jul,ELORA,7
1992,Jul,ERIN,7
1992,Jul,ESPANOLA,8
1992,Jul,ESSA,9
1992,Jul,ESSEX,6
1992,Jul,ETOBICOKE,258
1992,Jul,FLAMBOROUGH,14
1992,Jul,FORT ERIE,16
1992,Jul,FORT FRANCES,11
1992,Jul,GANANOQUE,11
1992,Jul,GEORGINA,18
1992,Jul,GLANBROOK,9
1992,Jul,GLOUCESTER,43
1992,Jul,GODERICH,20
1992,Jul,GRAVENHURST,14
1992,Jul,GRIMSBY,9
1992,Jul,GUELPH,66
1992,Jul,HAILEYBURY,12
1992,Jul,HALDIMAND,14
1992,Jul,HALTON HILLS,26
1992,Jul,HAMILTON,236
1992,Jul,HANOVER,12
1992,Jul,HAWKESBURY,11
1992,Jul,HEARST,9
1992,Jul,HUNTSVILLE,13
1992,Jul,INGERSOLL,11
1992,Jul,INNISFIL,7
1992,Jul,KANATA,11
1992,Jul,KAPUSKASING,11
1992,Jul,KENORA,12
1992,Jul,KENORA UNORGANI,11
1992,Jul,KINCARDINE,8
1992,Jul,KING,18
1992,Jul,KINGSTON,88
1992,Jul,KIRKLAND LAKE,10
1992,Jul,KITCHENER,148
1992,Jul,L'ORIGNAL,12
1992,Jul,LEAMINGTON,11
1992,Jul,LINCOLN,10
1992,Jul,LINDSAY - VICTO,22
1992,Jul,LONDON,267
1992,Jul,MALAHIDE,10
1992,Jul,MARKHAM,80
1992,Jul,MIDLAND,20
1992,Jul,MILTON,21
1992,Jul,MISSISSAUGA,322
1992,Jul,MONO,7
1992,Jul,MOORE,8
1992,Jul,MUSKOKA LAKES,11
1992,Jul,NANTICOKE,11
1992,Jul,NAPANEE,12
1992,Jul,NEPEAN,35
1992,Jul,NEW LISKEARD,8
1992,Jul,NEWCASTLE,22
1992,Jul,NEWMARKET,36
1992,Jul,NIAGARA FALLS,95
1992,Jul,NIAGARA-ON-THE-,18
1992,Jul,NICKEL CENTRE,10
1992,Jul,NORFOLK,16
1992,Jul,NORTH BAY,49
1992,Jul,NORTH YORK,391
1992,Jul,NORWICH,9
1992,Jul,OAKVILLE,68
1992,Jul,ORANGEVILLE,27
1992,Jul,ORILLIA - CITY,27
1992,Jul,OSGOODE,12
1992,Jul,OSHAWA,82
1992,Jul,OTONABEE,6
1992,Jul,OTTAWA,379
1992,Jul,OWEN SOUND,34
1992,Jul,PARRY SOUND,14
1992,Jul,PELHAM,6
1992,Jul,PEMBROKE,28
1992,Jul,PERTH,16
1992,Jul,PETAWAWA,11
1992,Jul,PETERBOROUGH,63
1992,Jul,PICKERING,29
1992,Jul,PICTON,6
1992,Jul,PORT COLBORNE,15
1992,Jul,PORT HOPE,8
1992,Jul,POWASSAN,8
1992,Jul,PRESCOTT,9
1992,Jul,PUSLINCH,6
1992,Jul,RAYSIDE - BALFO,16
1992,Jul,RENFREW,7
1992,Jul,RICHMOND HILL,41
1992,Jul,RIDEAU,12
1992,Jul,ROCKLAND,7
1992,Jul,ROMNEY,9
1992,Jul,RUSSELL - EMBRU,9
1992,Jul,SARNIA,49
1992,Jul,SAULT STE MARIE,65
1992,Jul,SCARBOROUGH,464
1992,Jul,SCUGOG,10
1992,Jul,SIMCOE,21
1992,Jul,SMITHS FALLS,7
1992,Jul,ST CATHARINES,93
1992,Jul,ST CLAIR BEACH,6
1992,Jul,ST THOMAS,24
1992,Jul,STONEY CREEK,14
1992,Jul,STRATFORD,32
1992,Jul,STRATHROY,7
1992,Jul,STURGEON FALLS,11
1992,Jul,SUDBURY,88
1992,Jul,TECUMSEH,15
1992,Jul,THOROLD,7
1992,Jul,THUNDER BAY,120
1992,Jul,THURLOW,6
1992,Jul,TIMMINS,48
1992,Jul,TORONTO,779
1992,Jul,TRENTON,14
1992,Jul,UXBRIDGE,15
1992,Jul,VALLEY EAST,16
1992,Jul,VANIER,13
1992,Jul,VAUGHAN,58
1992,Jul,WAINFLEET,6
1992,Jul,WALDEN,7
1992,Jul,WALKERTON,17
1992,Jul,WALLACEBURG,8
1992,Jul,WATERLOO,40
1992,Jul,WELLAND,37
1992,Jul,WEST CARLETON,6
1992,Jul,WESTMINSTER,7
